"season","departure_airport","weather_condition","cloud_type","jet_stream_region","arrival_congestion","aircraft_type","upholstery_style","engine_model","manufacturer_country","terminal_architecture","flight_distance","takeoff_weight","payload_weight","cruise_altitude","average_cruise_speed","headwind_tailwind_speed","taxi_out_time","airborne_time","outside_air_temperature","holding_time","ife_screens","seats_installed","checked_baggage_count","cabin_pressurization_setting","scheduled_arrival_buffer","departure_runways","meal_services","fuel_consumption"
"Winter","SEA","Snow","Stratus","Polar Jet","Low","B737","Leather","LEAP-1A","Consortium","Modern Glass",1103.3240301305,75485.3880803462,15979.6277877461,37738.0141254999,477.680484214105,92.2892719393715,17.9543710875784,202.384578529172,-71.7826923523421,12.0224832279603,76,172.708746838219,121,7230.4308532022,29.1550213899489,2,2,5123.61619282676
"Spring","ATL","Rain","Cumulus","Weak Jet","High","A320","Leather","CFM56","Consortium","Classic Terminal",512.403799953907,79210.7668811295,19038.802653128,37373.3094247635,467.577341248249,49.2178664900583,36.0510081198348,153.048438978278,-44.5364955906101,21.9080590227585,52,163.483859111147,158,7503.21381799366,16.2845689437733,9,0,3164.53920422997
"Fall","JFK","Rain","Stratus","Weak Jet","High","A350","Leather","Trent XWB","United Kingdom","Modern Glass",3526.32971527744,228277.615177928,56229.0716537378,44083.0942288965,505.290401043355,31.2731636076162,68.7621357653074,1257.63985806565,-48.5786468604394,33.7795915527892,351,343.841923796255,470,5338.44013604911,83.8656994064149,7,9,51508.1147079012
"Fall","LAX","Clear","Cirrus","Polar Jet","High","B737","Premium Fabric","LEAP-1A","France","Concrete Hub",1299.03660645713,92254.861765578,23106.9203090016,40554.9629082468,506.718829573112,93.0846494422757,5.5216142197236,250.182516471932,-52.3748308801264,0,81,199.225153727625,234,7505.86840549387,24.7292949564319,10,1,5697.91728772649
"Fall","LAX","Rain","Stratus","Polar Jet","High","A320","Standard Fabric","CFM56","Consortium","Modern Glass",860.494898893173,65932.123858037,13842.7523960487,36680.2548200858,466.893775661421,26.3417993913827,21.6932571739535,131.14070362455,-51.3790624381464,45.3366385049807,68,159.404593475866,102,7778.21015001937,14.7666065093799,2,1,4075.84248675797
"Spring","JFK","Rain","Stratus","Polar Jet","Low","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",705.017687918042,66456.6332116141,11252.8248272584,38524.5935760557,484.153466990131,75.9376863099778,14.8939989083582,126.66497458384,-58.710990799455,5.83093945699513,76,174.170735440901,74,7569.67231093956,7.81093068741183,5,1,2567.61523010308
"Fall","ATL","Rain","Stratus","Polar Jet","Low","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",2078.74740994884,216102.656519731,46201.8906113717,45445.5667842708,554.936755286058,76.6837267948964,16.9778554864751,427.921514745805,-52.1789181012597,0,145,256.111752124593,251,5243.79572961091,7.17192975293371,6,6,15231.7808407243
"Spring","ATL","Rain","Cumulus","Polar Jet","Low","B737","Standard Fabric","CFM56","Consortium","Classic Terminal",877.457889455956,94517.7312263901,27043.6404623013,41041.752252647,494.650730218145,74.5878639469039,3.69152773693054,278.20751346481,-56.5646318974854,0,87,223.617437018627,248,7859.52468729955,8.05196014937432,4,3,4132.44538489333
"Spring","LAX","Storm","Stratus","Subtropical Jet","Moderate","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",1064.07961165748,89213.4578051182,17864.0849513592,36742.2675956174,495.22707182347,38.349047280528,123.324911683204,317.027897543657,-37.775795484715,0,87,195.085282130997,99,7414.18344763722,7.30372923080351,1,2,8416.63323272015
"Summer","JFK","Clear","Stratus","Weak Jet","High","B737","Standard Fabric","LEAP-1A","France","Classic Terminal",1506.17382719197,101026.174794051,27035.9242808283,42700.2388687797,531.987071466008,18.4405770981057,42.060173399136,613.521390967631,-41.7782942543118,0,129,226.956307728774,241,7940.15421980918,24.4611995791238,2,5,14186.5587009568
"Summer","LAX","Rain","Cumulus","No Significant Jet","Severe","B737","Premium Fabric","CFM56","Consortium","Modern Glass",559.343711798516,77214.0042043555,20546.0871555367,34573.4702276355,437.625252256858,-37.9384949131838,64.9520692466487,75.0993793758767,-31.1666382112723,2.14715829277318,55,183.483487399447,139,7343.91867736045,21.9177441260258,7,0,2799.72215336663
"Summer","SEA","Clear","Cumulus","Subtropical Jet","Moderate","A350","Premium Fabric","Trent XWB","United Kingdom","Regional Functional",2786.11559103613,223372.728114815,57352.0706950435,44510.3007280496,530.027929271022,-15.5958270207936,50.0973462297356,323.447775222444,-38.0795381515401,18.9025890263156,293,332.926516771506,562,5121.71134788395,16.1582400367722,2,4,28024.3310967692
"Fall","SEA","Rain","Stratus","Polar Jet","High","B737","Premium Fabric","CFM56","Consortium","Modern Glass",754.4845252561,76657.5097265958,12693.1219761278,37997.9771621796,454.990597475545,106.133494911365,67.8350831026271,107.19646094003,-64.3471094992761,56.7039371137095,60,146.808665440423,106,7547.19226089467,17.0441802471656,1,0,3701.64609239998
"Spring","LAX","Rain","Cumulus","Subtropical Jet","Low","A320","Standard Fabric","LEAP-1A","France","Concrete Hub",830.605249529555,77242.950263044,20743.7449503014,36645.1188958911,475.920360313938,43.2111925730652,6.23566412686196,194.057249228878,-33.6729693720855,0,71,184.679167697618,154,7558.21196182619,8.96690271105954,6,2,3114.33917027966
"Summer","LAX","Clear","Cirrus","Subtropical Jet","Severe","A350","Premium Fabric","Trent XWB","United Kingdom","Modern Glass",2374.53633901186,202449.847200023,49453.1141878493,42684.5757725178,509.651942244829,9.73483442090123,19.5821108288818,191.4998221211,-30.8333672823752,0,205,295.337373184363,286,5263.09797133945,23.5040065513806,7,1,13387.9326799186
"Winter","LAX","Clear","Stratus","Polar Jet","High","B737","Premium Fabric","CFM56","United States","Classic Terminal",1151.35651657265,96021.4224642265,18123.9444004849,41361.5836389112,469.726362342253,26.3543537049246,73.7766190533134,247.158197781096,-57.4334657537105,20.2598322573808,113,210.872836510945,155,7758.11956088784,26.9998309087038,1,1,8074.56324234153
"Spring","JFK","Clear","Stratus","Polar Jet","Low","A350","Premium Fabric","Trent XWB","United Kingdom","Classic Terminal",1796.78100168526,211568.387107419,53360.9295265421,47548.3926215151,541.142375822404,65.1894552736292,17.5999507085593,166.300493928648,-58.5813305418508,8.12225284883303,154,312.75089676603,354,5389.02395772978,9.44206513595656,3,1,11193.9928056389
"Winter","JFK","Snow","Stratus","Polar Jet","Moderate","B737","Standard Fabric","CFM56","France","Concrete Hub",831.785958712884,83293.2452312832,22167.3478535755,38446.1989954377,479.882057170136,6.33934682854656,21.7137045881303,186.784805060447,-72.8708019145997,15.0850255903995,70,180.790187938892,140,7387.73287269532,13.4614184262969,5,0,5299.77831757937
"Summer","LAX","Storm","Cumulonimbus","Weak Jet","High","B787","Premium Fabric","CFM56","Consortium","Concrete Hub",2602.61350323696,164935.190404521,43486.8770581227,37681.1269334182,493.744938559541,9.53978323396661,21.150518343208,552.164310446153,-34.4544460231537,35.0008816936115,166,253.874135676601,376,5635.02077309574,22.651960204013,3,2,30246.2141872651
"Spring","LAX","Snow","Stratus","Weak Jet","Low","A320","Leather","LEAP-1A","France","Modern Glass",938.29391767275,78638.9455769912,20858.0713947016,40067.4755106486,486.650547394763,-12.3731639251871,9.63953039130899,409.55421106922,-45.1390461772279,16.6337058937236,109,190.841146994725,156,7681.60142461841,13.6990522861839,9,1,6466.17314108685
"Summer","LAX","Storm","Cumulonimbus","Weak Jet","High","A320","Premium Fabric","CFM56","Consortium","Modern Glass",558.704852176298,65150.8700628065,14794.5729599128,32098.0919852607,428.525504925505,-24.1252390439685,16.611145332334,56.1657175028047,-38.874970341384,7.02781906994677,41,149.769805494345,126,7269.02874012775,12.8235009949731,7,0,1966.97861715576
"Spring","JFK","Rain","Stratus","Polar Jet","High","B737","Premium Fabric","CFM56","Consortium","Modern Glass",981.771274744151,77829.6518576905,19818.7560688,37552.3607196253,485.246060778247,60.2522273562252,47.6931060656349,153.918969111558,-59.6476038695647,11.5223528535202,38,169.391346688465,167,7728.99706492826,26.9914873373826,7,0,5798.77783071192
"Spring","ATL","Snow","Stratus","Polar Jet","High","B787","Leather","CFM56","Consortium","Modern Glass",1991.59249362638,172570.194746245,41718.2506267918,42353.6820230401,504.527301459217,95.9046396629465,80.215352845948,510.705554181294,-59.26256346532,55.9874875621628,179,252.71363307142,272,5778.79095919749,22.0838655585607,2,3,23516.0812312622
"Summer","LAX","Clear","Cirrus","Weak Jet","Severe","A320","Leather","LEAP-1A","Consortium","Modern Glass",1357.09870442285,88935.6518643363,19263.5255487326,39417.1410279596,501.25123632271,-12.9617890167111,53.1646090899423,583.162769762869,-32.5953065858829,42.671023692606,85,177.774276712827,145,7487.96726888169,55.7058984173929,10,3,14834.6858607429
"Fall","JFK","Rain","Stratus","Polar Jet","High","A320","Standard Fabric","LEAP-1A","France","Classic Terminal",1372.16012476059,82446.7008209681,15018.8324345923,41361.9640556208,501.825660383382,84.8122932967045,86.2251570099022,417.870970553004,-59.7923711772707,67.7907099272746,79,183.909940326657,105,7853.46111507961,42.5312967704162,3,5,11394.7258606246
"Summer","LAX","Rain","Cirrus","Subtropical Jet","Low","B737","Standard Fabric","CFM56","Consortium","Classic Terminal",1307.36499976861,98724.7282587703,30264.5883176302,42568.7254017721,485.222735594694,31.5648693726508,40.3386161373266,390.420700656137,-27.2213080245777,0,94,219.082510811177,234,8010.88545391018,21.7603491351613,5,2,8839.24567752863
"Summer","ATL","Clear","Cirrus","Polar Jet","High","A320","Standard Fabric","CFM56","Consortium","Concrete Hub",1020.89848872553,87735.750230163,22598.7866423597,40599.0169711859,482.90456850126,35.7817803466214,49.4489032305246,232.387330309993,-48.6411357733891,51.7551375392117,66,196.133434583771,179,8024.39320527365,28.4767728381728,5,2,7424.1938967849
"Fall","JFK","Rain","Stratus","Polar Jet","Moderate","A350","Leather","Trent XWB","United Kingdom","Modern Glass",3046.36869389709,203988.546893792,46294.6691401987,46463.5742994275,532.684509777616,99.7958348870425,24.6540512053075,551.021491123019,-58.8950813658952,0,279,303.465887993859,292,5710.35300974928,19.9767798046824,8,9,20622.1421165682
"Winter","LAX","Storm","Stratus","Subtropical Jet","Low","A320","Standard Fabric","LEAP-1A","Consortium","Classic Terminal",730.619833745214,66932.2325756284,14073.7929472511,35066.8311648035,454.958214608608,44.6716478827309,65.2836957076285,143.483975820469,-41.5370841183246,0,36,150.676835209739,89,7272.16277019982,30.8405272893404,2,0,2927.46146337465
"Fall","ATL","Snow","Cumulus","Polar Jet","Moderate","A320","Premium Fabric","CFM56","Consortium","Modern Glass",494.884970792564,81502.5502758528,22714.8881388022,32627.195052276,445.85219653362,1.47746784605823,7.96648141978991,79.1063699528486,-60.9301802653893,0,55,175.399450419353,200,7382.62130275238,16.2027904240286,7,0,1639.08422796546
"Fall","JFK","Rain","Cumulus","Polar Jet","High","A350","Premium Fabric","Trent XWB","United Kingdom","Classic Terminal",4229.62502760674,232459.739554858,59439.802224523,46783.902132444,540.334004803781,87.0500289279879,77.3960234515047,780.66029000109,-61.6655258436122,72.8925870157978,323,358.688034792729,601,5670.00905068353,23.6788172887488,1,14,57878.5764976373
"Summer","LAX","Storm","Cumulonimbus","Weak Jet","Moderate","B737","Premium Fabric","LEAP-1A","France","Classic Terminal",1080.09113265187,82807.0078546388,15925.3200428049,38708.6937316941,458.972653130068,-19.9742824382942,45.4111038504323,336.503292399792,-38.5662089174816,31.2407016449856,75,179.852019823784,121,7681.55698513632,57.1181095206604,6,0,8488.33233562543
"Spring","ATL","Rain","Stratus","Polar Jet","Moderate","B737","Leather","LEAP-1A","France","Modern Glass",490.754607053151,66020.1424925508,10187.5798964742,37161.2009203146,480.004249295515,10.0674036831103,9.34907353006553,63.2655338675514,-52.8775979962453,0,39,153.188843340161,79,7289.61292475534,11.8050951020306,4,0,1365.2078895991
"Summer","LAX","Clear","Cumulus","Weak Jet","High","B787","Lie-Flat Premium","GEnx","United States","Classic Terminal",1660.13471875778,172362.356260982,42273.4576466739,43599.113263068,491.111764233871,-39.1935145618751,35.2758920848533,212.082174970238,-36.7658942759882,0,132,211.923759147094,285,5329.31289599679,8.74432626122922,2,1,10293.3188359789
"Fall","LAX","Storm","Cumulonimbus","Polar Jet","High","B787","Premium Fabric","GEnx","United States","Classic Terminal",2151.91527595756,173890.947246197,46886.0542366797,36067.9128715615,483.39695618913,25.8489653653039,20.763187217239,161.054259517942,-51.168354837055,17.361276773547,162,264.662166470552,373,4562.78102562137,22.7494289101995,5,0,14534.291811628
"Fall","LAX","Clear","Cirrus","Weak Jet","High","B737","Standard Fabric","CFM56","Consortium","Modern Glass",922.157077094137,72239.5189919196,14623.5467235964,36492.8665390321,474.796979695189,-6.33303298322272,14.9993241128871,270.374037189596,-42.8394596895817,6.33737722317361,80,183.243743057506,102,7555.84920604178,19.8127087624449,5,1,5358.41290239543
"Fall","LAX","Rain","Stratus","Weak Jet","High","A350","Premium Fabric","Trent XWB","United Kingdom","Classic Terminal",5436.38619998584,239439.616519213,63973.0706828757,48437.1103012538,561.846090662073,6.86467907269685,56.7801232212286,1741.06441295114,-44.2244569698949,39.6978103900964,367,379.448319164094,654,5966.85682509425,46.9043594749229,5,17,107409.992937789
"Spring","JFK","Rain","Stratus","Polar Jet","High","B737","Premium Fabric","CFM56","Consortium","Concrete Hub",850.627206084627,76076.7486413202,17508.605105737,38864.964799588,460.076724603874,91.1436983055383,89.4299450641938,173.133686978966,-56.9706966330503,0,55,151.568601768647,108,7351.71553492411,36.8372150673916,7,0,3842.31768148707
"Winter","ATL","Snow","Stratus","Polar Jet","Low","A320","Leather","CFM56","Consortium","Concrete Hub",506.7793948225,73850.9948046012,17127.9516338273,35161.2121384487,447.685982165375,3.81750520599912,25.0473249049936,84.0861109720351,-63.6395658723262,0,52,155.295412433113,135,7656.10278856126,12.7967077685137,4,0,1707.45684145741
"Winter","ATL","Clear","Cumulus","Polar Jet","Low","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",794.681116507125,84213.3505683256,17908.913941619,39556.6791260173,509.243876393884,22.642515151511,15.0489099232376,265.024851111423,-61.3037853753302,0,73,195.994260030354,117,7917.30609190538,10.3825141102107,5,2,4121.89108983774
"Winter","LAX","Snow","Stratus","Weak Jet","Severe","A320","Leather","LEAP-1A","Consortium","Modern Glass",826.294226200364,86442.9667569437,16499.3314651484,34811.6198560836,437.344145741584,11.1614051083569,111.932975436717,184.743751147206,-51.0310445147069,114.694315758339,75,183.769514363822,118,7511.83315217614,57.8219435373322,5,1,6277.91203884809
"Winter","ATL","Snow","Stratus","Weak Jet","Moderate","B787","Standard Fabric","CFM56","Consortium","Modern Glass",1638.00683006822,164256.855689035,45680.0822403284,39401.5692725507,504.724673386737,-73.9543106564923,20.2084599192989,499.101575912231,-56.9046550817468,0,157,267.571165348557,253,5931.37674901048,19.0774220047866,5,4,15684.2705274209
"Fall","JFK","Snow","Stratus","Polar Jet","Severe","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",1229.94156215298,87074.2557083751,14321.7851346597,38679.3742088307,460.360698860757,44.6581483343144,159.589843836452,276.49230627388,-67.0078483288447,49.4001440791283,87,178.959504927298,119,7839.59608229858,50.1151106403638,2,2,10111.830798763
"Fall","JFK","Rain","Stratus","Polar Jet","High","B737","Leather","LEAP-1A","Consortium","Classic Terminal",893.075631957733,75160.9611925857,17118.4210861855,37447.9730407239,454.590033261203,37.9607744633514,76.5102433127332,176.739480486889,-59.0262744575835,0,72,159.021101589749,122,7614.20567649033,27.8286072018684,3,1,3981.08474039083
"Winter","LAX","Clear","Cumulus","Polar Jet","High","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",1123.21111603781,82814.7570225427,21846.8129817966,38810.6453193279,477.30331153337,24.5176804770082,52.624430712909,147.033017435757,-57.1087575150909,23.6330181089605,56,194.269459604208,160,7823.78703408719,28.2255767429969,2,1,6527.98771596687
"Winter","LAX","Rain","Cumulus","Subtropical Jet","Low","B787","Lie-Flat Premium","GEnx","Consortium","Classic Terminal",2468.75677210218,184935.212753206,43538.1679609974,44101.2721633469,548.887630489273,0.253065260902272,14.6069269511872,699.498565099548,-41.151901889316,3.4797363084792,151,228.252730022839,349,4830.15726207077,8.10257289277833,5,5,25569.8729076347
