quarter,day,holiday,category,parent,brand,supplier,fulfillment,prime,labor_regime,comp_shortage,package_quality,visibility,price,discount_pct,ad_spend,avg_rating,num_reviews,historical_sales,inventory_level,shipping_time,competitor_price_diff,page_views,manufacturing_cost,vendor_funding,marketing_budget,product_age,time_on_platform,warehouse_capacity,distance_to_customer,labor_level,search_rank,packaging_quality,weekly_demand
Q4-Holiday,Fri,0,Toys,Generic,AmazonBasics,Importer,FBA,1,High,0,Good,LowVisibility,11.20927605,60.89941161,1.712506978,4,14,0,1686,1,-11,1,2.778937745,0.459434492,25.1243735,41,168,2275,537,3.81,1,55.5,10056
Q3,Thu,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Low,0,Premium,Top20,11066.0682,5.327555659,119.6937501,5,141,8,191,0.5,-28.7,5,2155.80823,29.37635739,1545.69247,3,4,202,342,1.53,57.2,100,1109
Q1,Wed,0,SportsOutdoor,Generic,PenguinClassics,Publisher,MerchantFulfilled,0,Low,0,Standard,Top100,15.29891261,43.53209171,0.449763286,4.6,12,0,166,4,-10.2,0,3.180568924,0.305997726,1.922649521,631,631,166,282,0.25,1,48.3,132
Q4-Holiday,Thu,0,Home,Nike,NikeRunning,MarketplaceSeller,FBA,1,Peak,0,Good,LowVisibility,63.00491522,11.5828462,0.472598187,4.6,2,4,171,1,4.9,0,5.34984439,0.4130547,2.188879423,25,51,254,233,3.91,1,76.8,26
Q4-Holiday,Sat,0,Electronics,Apple,iPhone,ManufacturerDirect,FBA,1,High,0,Premium,Top5,20512.04854,28.38625053,1064.758799,5,2795,925,532,0.5,-23.5,830,12144.74445,180.1952893,26387.17663,2,6,532,89,4.05,92.8,100,1697018
Q2,Mon,0,Toys,Generic,LorealParis,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Standard,LowVisibility,11.49727563,75.4676156,0.838764471,4.3,3,0,101,6,-0.5,0,2.894590588,0.658038588,6.675554787,41,77,101,269,2.21,1,52.4,533
Q2,Mon,0,Clothing,Nike,NikeRunning,Importer,MerchantFulfilled,0,High,0,Good,LowVisibility,44.8231232,73.50531704,2.226244252,4.2,5,9,701,3,11.6,0,5.619904424,1.811145606,10.95619446,136,228,701,8860,1.63,1,59.9,88
Q1,Sat,0,Toys,Generic,SonyAudio,AuthorizedDistributor,FBA,1,Low,0,Good,LowVisibility,15.38641702,27.56865697,0.488227711,4.8,0,3,225,0.5,4.3,0,7.738441452,0.159613729,5.007672838,12,20,225,255,1.21,1,89.9,319
Q4-Holiday,Fri,0,Home,Generic,AmazonBasics,ManufacturerDirect,FBA,1,High,0,Standard,Top20,17.6105124,77.10646563,0.819157181,4.1,23,4,726,0.5,-17.2,1,4.584988784,0.26563115,14.00052322,60,79,3172,225,3.56,16.3,67.8,2005
Q4-Holiday,Wed,0,Grocery,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Standard,LowVisibility,1.113106118,11.09123193,0.055104797,3.9,0,0,295,3,1.1,0,0.25506463,0.020864723,0.40658843,297,297,295,85,3.19,1,19.5,486
Q4-Holiday,Fri,0,SportsOutdoor,Samsung,Galaxy,AuthorizedDistributor,FBA,1,High,0,Poor,LowVisibility,221.3703696,70.07881963,2.577738308,4.2,14,14,807,0.5,-8.7,1,96.96869936,1.755578244,24.85762001,37,37,807,566,3.53,1,69.4,716
Q1,Tue,0,SportsOutdoor,Nestle,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Good,LowVisibility,5.254028478,12.28042255,0.280552657,4,0,1,121,5,1.7,0,2.267465914,0.062788733,0.511637379,148,148,121,784,0.63,1,37.2,98
Q4-Holiday,Thu,0,Electronics,PG,iPhone,AuthorizedDistributor,FBA,1,Peak,0,Premium,Top20,1654.300695,6.409008417,5.839068137,5,60,59,528,0.5,-12.6,3,493.5537789,2.21141442,160.5124581,2,3,528,286,4.31,39,100,461
Q1,Fri,0,Grocery,Generic,LorealParis,Importer,FBA,1,Medium,0,Premium,Top5,15.39289083,28.31455687,1.627078762,4.8,5,56,941,0.5,1,1,3.972390903,0.860418223,14.00539666,3,10,1124,111,1.98,35.4,100,57024
Q1,Sat,0,Beauty,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,1,Medium,0,Standard,Top20,65.0073851,32.50268978,4.328090074,4.9,4,4,1719,1,-1.5,2,23.49962897,2.333832887,18.98450836,32,57,1719,2574,1.08,16.6,77.1,1941
Q4-Holiday,Thu,0,Toys,Generic,PenguinClassics,Publisher,MerchantFulfilled,1,High,0,Standard,Top20,8.636175055,46.66956658,0.733659666,4.3,32,14,512,1,0.8,0,1.715112659,0.434073816,4.738123033,186,188,698,318,2.74,1,57.7,10389
Q1,Tue,0,Books,PG,PenguinClassics,Publisher,FBA,1,Peak,0,Good,Top100,3.734977509,49.03823738,0.197922469,4.8,35,11,4381,0.5,-7.3,0,0.51286192,0.177872722,2.063244532,475,1786,6342,273,2.4,1,51,5899
Q3,Mon,0,Electronics,Samsung,Galaxy,WholesaleAggregator,FBA,1,Medium,0,Standard,LowVisibility,735.4771132,42.68472402,5.62068518,4.9,29,4,204,0.5,-11.3,1,106.2186191,2.341081557,76.06868274,7,7,233,236,2.18,8.4,90.1,910
Q2,Sat,0,Toys,Generic,NikeRunning,AuthorizedDistributor,FBA,1,Medium,0,Good,Top20,38.39979099,73.46632626,4.666402611,4.7,17,8,619,0.5,-5.4,1,5.032020054,3.510208545,32.63805929,16,20,619,306,2.18,23.2,95.9,37646
Q3,Mon,0,Electronics,Sony,SonyAudio,AuthorizedDistributor,FBA,1,Low,0,Standard,Top100,199.8673185,52.59167601,4.264600931,4.6,21,6,431,1,-9.2,0,42.88255776,1.909234554,57.93072699,41,41,431,158,1.46,9.1,100,1291
Q4-Holiday,Mon,0,Books,Loreal,Galaxy,IndependentArtisan,MerchantFulfilled,1,Peak,0,Premium,Top100,39.03415322,11.14506142,0.746970471,5,48,15,75,3,6,0,11.15571498,0.188402211,1.312824903,147,147,88,412,2.97,1,100,411
Q4-Holiday,Thu,0,Electronics,Samsung,Galaxy,MarketplaceSeller,SellerFulfilledPrime,1,High,0,Standard,LowVisibility,788.7214419,43.09958813,10.10961444,4.7,12,4,323,0.5,-5.8,1,198.7743143,3.365891865,15.65661641,5,6,323,1589,2.73,1,91.8,120
Q1,Sat,0,Grocery,Generic,iPhone,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,113.2689886,7.643307785,15.44081245,5,83,156,496,0.5,-20.1,26,58.63837196,4.195787977,172.5019393,26,26,546,97,1.47,71.1,100,501636
Q4-Holiday,Thu,0,Toys,Generic,SonyAudio,ManufacturerDirect,FBA,1,Peak,0,Standard,Top5,25.06032943,37.52213003,2.981717766,4.7,12,37,790,0.5,-10.1,1,12.55337752,0.921693731,15.71276036,5,11,790,85,4.56,37.4,83.8,159229
Q2,Mon,0,Home,Generic,AmazonBasics,Importer,FBA,1,High,0,Standard,Top5,29.43613437,32.69391272,2.459676798,4,14,9,1619,0.5,-5,6,5.525748183,0.617830028,27.59740062,69,264,1619,97,2.42,35.8,67.6,23879
Q4-Holiday,Fri,1,SportsOutdoor,Generic,PenguinClassics,Publisher,FBA,1,High,1,Standard,Top5,37.92578406,68.00381487,4.632352873,4.7,57,124,1819,0.5,-5,17,4.43645609,2.613402333,78.81810172,1541,3088,6961,183,4.39,48.9,60,741130
Q4-Holiday,Thu,1,Home,Penguin,PenguinClassics,Publisher,FBA,1,Peak,1,Standard,Top20,8.660341767,38.65272983,0.762398963,4,41,14,6184,0.5,-8.8,1,6.340257834,0.279351531,8.966049078,298,371,6184,209,4.78,10.8,57.4,12423
Q1,Mon,0,Home,Generic,Galaxy,WholesaleAggregator,FBA,1,Medium,0,Standard,Top100,77.17587907,59.63474758,2.133131517,4.3,16,19,890,1,-12.7,1,16.26228584,1.663977192,15.48890222,54,54,890,93,1.5,21.6,74.7,1078
Q4-Holiday,Tue,0,Clothing,Nike,SonyAudio,IndependentArtisan,SellerFulfilledPrime,1,High,0,Standard,LowVisibility,30.04439155,69.38782404,1.26497471,3.9,7,3,153,1,-8.9,0,18.92738117,0.619011807,12.70232442,12,18,153,472,2.58,1,64.3,147
Q4-Holiday,Fri,0,Home,Generic,GenericBrand,Importer,MerchantFulfilled,0,High,0,Standard,LowVisibility,16.1194617,26.24868696,0.174197369,4.3,1,0,50,9,3.6,0,6.042021561,0.042609506,0.674316632,31,31,50,1222,2.45,1,65.9,14
Q4-Holiday,Sat,0,Toys,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,Top20,3.224517031,64.29486163,0.571199224,3.1,9,2,576,2,0.4,0,0.649519897,0.096897412,5.639811556,246,390,576,557,2.84,1,0,2514
Q2,Wed,0,Grocery,Generic,GenericBrand,MarketplaceSeller,FBA,1,High,0,Poor,Top100,4.044902362,17.89017198,0.195709217,3.9,2,7,442,1,-0.7,0,1.866552865,0.138965259,1.382416481,38,71,513,93,2.38,1,11.2,591
Q1,Thu,0,Electronics,Apple,iPhone,ManufacturerDirect,FBA,1,Low,0,Premium,Top5,15059.04925,3.576566285,395.3274162,5,1452,487,375,0.5,-22,99,3221.970931,326.9179534,2173.726984,1,6,375,111,1.13,83.9,100,156353
Q1,Wed,0,Home,Generic,Kindle,MarketplaceSeller,FBA,1,Low,1,Poor,Top20,33.74076626,24.93333824,1.049375066,4.1,17,2,178,1,-6.7,1,7.149491608,0.55953062,6.438142333,22,28,178,149,0.77,22.8,19.9,3480
Q4-Holiday,Sat,0,Toys,PG,PenguinClassics,Publisher,MerchantFulfilled,1,High,0,Standard,Top20,8.359168521,43.92476981,1.266119735,4.2,25,3,2433,1,-5.6,1,2.68308267,0.458412875,14.58118359,288,494,2433,644,2.93,1,54.9,14379
Q1,Wed,0,Toys,PG,Galaxy,WholesaleAggregator,FBA,1,Low,0,Good,LowVisibility,52.67895479,51.05490235,2.723445462,4.5,10,7,627,0.5,-14,2,15.09483358,2.396343546,53.27301293,25,31,750,444,1.13,1,94,23474
Q4-Holiday,Sat,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,19075.55091,4.261452954,510.2933957,5,4849,4884,123,0.5,-29.2,785,3795.275426,442.6717837,11540.05484,1,3,219,423,4.11,93.4,100,4441704
Q2,Sat,0,Grocery,AmazonBasics,NikeRunning,WholesaleAggregator,MerchantFulfilled,0,High,0,Good,LowVisibility,4.399407271,38.9249685,0.397751923,4,0,3,309,3,-9.5,0,1.918912461,0.278316142,1.953619545,278,278,580,206,2.11,1,61.5,1437
Q1,Sat,0,SportsOutdoor,Generic,Kindle,MarketplaceSeller,MerchantFulfilled,0,High,1,Standard,LowVisibility,48.42919944,14.96251928,0.420977836,4.9,4,3,49,5,5.5,0,32.78010436,0.292767506,4.247864544,45,89,49,1049,1.44,1,74.9,144
Q4-Holiday,Tue,1,Electronics,Generic,Galaxy,Importer,FBA,1,Peak,1,Poor,Top5,459.0017475,33.96028272,37.37841254,4.2,195,259,101,2,-24.4,25,139.1431862,11.47337168,538.0017869,7,12,101,432,5.64,59.4,74.9,828833
Q2,Sun,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Good,Top5,3.971346124,20.23346899,0.528187531,4.5,15,83,2739,0.5,-6.6,1,0.542482679,0.165231731,1.476150809,869,1757,4288,85,1.27,44.2,63.6,11261
Q1,Sat,0,Beauty,Generic,Galaxy,WholesaleAggregator,FBA,1,Medium,0,Standard,LowVisibility,51.94938732,27.5965025,0.883424484,4.6,11,10,196,0.5,-5.8,0,14.26736323,0.707543484,2.472428797,11,20,337,305,1.78,1,93,972
Q4-Holiday,Sat,0,Grocery,Generic,iPhone,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,100.473583,5.231631812,6.580835904,5,99,458,2020,0.5,-9.8,18,35.64593032,0.93746446,70.97460676,39,39,2020,71,4.2,59.5,100,171823
Q3,Sun,0,Books,Sony,PlayStation,Publisher,FBA,1,High,0,Premium,Top100,55.82134048,16.72394526,1.400335866,5,28,3,75,1,-20.3,1,8.321508614,0.416350386,5.34921711,139,233,231,67,2.54,4.3,95.6,278
Q3,Sat,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,Medium,0,Premium,LowVisibility,1179.588547,62.71548664,13.91223707,4.8,180,15,4128,0.5,-8.6,5,290.932885,5.042787871,164.9430522,53,65,4128,705,2.26,20.8,100,2736
Q3,Wed,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,Medium,0,Poor,Top20,683.4537166,27.5414931,9.677120538,4,66,24,812,0.5,-11,3,137.5710614,4.926225589,63.60008103,16,16,812,652,2.16,32.6,75.4,10599
Q3,Tue,0,Toys,Nestle,Kindle,WholesaleAggregator,SellerFulfilledPrime,1,High,0,Poor,Top100,6.236454179,53.50003114,1.449324229,4.2,9,4,1007,1,-18,0,2.265493147,0.494837184,11.17100338,41,41,1007,39,2.48,1,27.9,7154
Q2,Wed,0,Books,Apple,iPhone,Publisher,FBA,1,Medium,0,Premium,Top5,604.2341183,35.79014963,50.39494917,5,3518,840,948,0.5,-13.7,132,39.77556348,7.620915844,195.5129781,26,187,948,168,1.7,79.3,100,1646260
Q4-Holiday,Tue,0,Beauty,Sony,SonyAudio,MarketplaceSeller,SellerFulfilledPrime,1,Low,0,Poor,Top100,32.11554021,59.11319813,1.421922104,3.8,5,4,329,1,-14,0,5.665394518,0.588742057,12.11557752,46,89,329,3239,1.53,1,26.8,976
Q4-Holiday,Wed,0,Toys,Nestle,HasbroGaming,MarketplaceSeller,MerchantFulfilled,1,High,0,Standard,LowVisibility,5.097264332,29.82211955,0.898032597,4.2,12,2,69,3,3.6,0,2.036172443,0.4882293,4.143275544,79,103,81,230,2.67,1,40.5,1282
Q3,Wed,0,Toys,Generic,AmazonBasics,WholesaleAggregator,FBA,1,High,0,Standard,LowVisibility,8.362894483,42.00371666,0.427992357,4.2,1,0,581,1,-14.4,0,1.198071232,0.376645119,4.718140849,10,28,581,93,2.83,1,48.4,2400
Q4-Holiday,Sat,1,Electronics,Sony,Galaxy,IndependentArtisan,FBA,1,Peak,1,Standard,Top5,1204.148687,86.45519078,271.4060769,4.8,241,2738,2975,1,-28.9,746,430.9428139,145.0112475,6011.825464,3,6,2975,695,5.57,78.4,100,37406693
Q1,Tue,0,Clothing,AmazonBasics,Nescafe,WholesaleAggregator,FBA,1,Low,0,Standard,LowVisibility,4.048146886,65.19934297,0.777086357,3.9,5,5,1019,1,-15.2,0,1.171707784,0.482024688,3.748615182,75,266,1019,52,0.94,1,49.8,1876
Q4-Holiday,Thu,0,Electronics,Sony,PlayStation,AuthorizedDistributor,FBA,1,Peak,0,Premium,Top5,1573.837761,47.68331781,77.64757328,5,277,118,370,0.5,-12.8,18,118.4083331,28.06306753,1378.005262,5,5,605,163,4.42,51.5,100,82688
Q3,Fri,0,Toys,AmazonBasics,Kindle,MarketplaceSeller,MerchantFulfilled,1,High,0,Poor,Top20,12.58724965,28.77240483,0.983566544,3.3,26,0,205,3,-4.8,0,4.857732847,0.758867179,5.361227594,210,210,205,323,2.13,1,13.7,985
Q3,Tue,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Good,LowVisibility,1.794356909,3.278795733,0.088308135,4.4,11,2,438,0.5,0.7,0,0.536228896,0.040295753,0.305577644,915,1882,1380,46,2.32,1,72.5,1414
Q4-Holiday,Sat,1,Toys,Generic,Kindle,ManufacturerDirect,FBA,1,Peak,1,Poor,Top5,35.74583148,86.9923533,20.49726039,4.2,126,184,304,1,-23,14,5.530144455,3.35360426,225.9939286,11,20,691,73,6,61.7,58.5,8200491
Q2,Fri,0,Electronics,Sony,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,1787.77346,18.51951762,48.39667957,5,154,52,231,0.5,-19.9,5,401.4482831,6.245393719,295.1163602,5,7,231,357,1.35,57.4,100,19968
Q1,Fri,0,SportsOutdoor,Nestle,SonyAudio,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,LowVisibility,9.154328901,45.35226675,0.412270378,3.4,1,1,343,4,-1.7,0,4.892668145,0.058208521,2.489553573,322,612,343,1914,0.25,1,0.9,33
Q1,Mon,0,Clothing,Nike,NikeRunning,AuthorizedDistributor,FBA,1,Medium,0,Good,LowVisibility,62.23018229,10.75780672,1.176966061,4.8,12,2,389,0.5,16.5,0,11.46553414,0.463989817,4.682691828,25,34,491,245,1.45,1,100,460
Q4-Holiday,Wed,0,SportsOutdoor,AmazonBasics,GenericBrand,Importer,MerchantFulfilled,0,Peak,0,Standard,LowVisibility,21.06879045,19.29803766,0.335104058,3.8,1,1,387,3,4.7,0,12.78011352,0.298233593,0.82330078,68,82,1327,12000,3.12,1,45,170
Q4-Holiday,Tue,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Peak,0,Premium,Top5,17604.06362,5.798261162,926.3408699,5,2502,1970,1167,0.5,-30.7,433,4806.990226,290.7537977,20871.10572,1,3,1167,271,4.42,86.1,100,383224
Q4-Holiday,Sat,0,Beauty,Generic,PenguinClassics,Publisher,FBA,1,High,0,Poor,Top100,7.198375015,63.93195151,0.51083701,3.9,15,1,655,0.5,-6.2,1,1.191720218,0.382463876,3.664607838,184,184,1166,219,3.63,1,41.2,4751
Q3,Thu,1,Toys,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,0,High,1,Poor,Top5,173.328634,29.50267058,27.7701101,3.5,283,95,89,4,-10.4,3,55.76793421,12.08670973,55.15428748,5,10,453,3187,3.38,35.2,41.1,106521
Q2,Tue,0,Clothing,AmazonBasics,PenguinClassics,Publisher,FBA,1,Low,0,Good,Top20,12.79338027,27.78778866,1.67540151,5,28,66,2611,0.5,-6.1,2,8.835277529,0.812457436,12.59274737,252,403,4522,322,1,30.6,87.3,39113
Q3,Sun,0,Beauty,PG,Kindle,MarketplaceSeller,SellerFulfilledPrime,1,High,0,Poor,LowVisibility,18.18232543,52.34506628,1.525570721,4.6,0,4,44,5,-4.1,0,4.091950821,0.709445832,8.777606467,64,97,44,47,2.23,1,32.4,157
Q1,Sun,0,Grocery,Nestle,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,LowVisibility,1.119797299,69.55718123,0.157483888,3.1,0,2,307,2,-7.3,0,0.378766686,0.036653544,1.003961256,133,254,307,223,1.09,1,0,240
Q4-Holiday,Tue,1,Toys,Samsung,Galaxy,MarketplaceSeller,FBA,1,Peak,0,Premium,Top5,468.6435601,47.63272838,176.0421375,4.8,30,148,3996,1,-11,24,211.8705317,99.87889696,2260.399695,2,4,3996,1462,5.58,59.3,100,3978290
Q2,Tue,0,Electronics,Samsung,Galaxy,WholesaleAggregator,FBA,1,High,0,Poor,Top100,547.8752063,51.66664884,8.537231118,4.1,14,1,1031,0.5,-7.1,2,186.4828305,2.932277743,46.41950301,7,12,1031,191,2.45,18.5,65.6,428
Q4-Holiday,Fri,0,Home,Generic,iPhone,AuthorizedDistributor,FBA,1,Peak,0,Premium,Top5,459.7041034,26.5480489,28.77261289,4.5,100,43,503,0.5,-24.9,41,41.36138045,13.77668011,410.8116946,3,9,503,84,4.25,60.5,100,126379
Q2,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Medium,0,Standard,Top100,2.115567492,22.67453521,0.102227526,5,30,1,396,1,-0.3,1,0.69139368,0.058832675,1.179622497,8000,8000,396,12,1.52,16.8,63.5,10180
Q3,Wed,0,Grocery,Generic,LorealParis,Importer,SellerFulfilledPrime,0,Low,0,Good,LowVisibility,4.818223357,5.21180457,0.097827892,4.4,2,6,314,3,8.3,0,3.04440131,0.078372529,0.646453427,12,14,314,310,1.17,1,59.1,263
Q2,Tue,0,Grocery,Sony,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,83.38532713,14.19357507,4.369238818,4.8,45,74,1080,0.5,-9.3,5,29.70390886,0.517820461,53.93925059,8,25,1080,80,1.52,60.6,100,37149
Q3,Sun,0,Toys,Generic,SonyAudio,Publisher,FBA,1,High,0,Poor,LowVisibility,12.19871732,29.80013614,0.837641489,4.1,4,3,456,0.5,-4.3,0,4.144871879,0.671710815,8.967686143,77,85,1919,607,2.76,1,50.7,4240
Q4-Holiday,Fri,0,Toys,Generic,Kindle,AuthorizedDistributor,FBA,1,Peak,0,Poor,Top5,30.39439978,62.78742991,9.509727706,4.6,41,29,1822,0.5,-12.9,13,5.406344634,2.992679308,86.85103041,19,40,1822,71,4.54,49.6,56.8,696362
Q2,Wed,0,Clothing,Loreal,Nescafe,MarketplaceSeller,FBA,1,Medium,0,Poor,Top100,5.159831379,42.44404764,0.58475945,4.2,1,3,588,1,5.1,0,1.308401457,0.189161756,3.697232886,23,52,588,170,1.6,1,11.9,1758
Q3,Sun,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,19872.92713,10.79724741,952.1559114,5,5618,2268,498,0.5,-30.5,1372,6687.395627,796.2564751,14669.83129,2,6,498,207,3.09,100,100,4080125
Q2,Mon,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Good,Top5,3.919719649,27.05493004,0.468450426,4.8,29,39,3079,0.5,3.5,1,0.609067185,0.313105545,2.187160105,686,1331,3480,49,2.24,36.4,64.1,4962
Q4-Holiday,Thu,0,Beauty,Generic,Nescafe,MarketplaceSeller,FBA,1,High,0,Poor,Top100,5.012114003,41.34511696,0.350082199,3.9,1,2,1191,0.5,-6.5,0,1.688705108,0.122953053,3.498741719,20,20,1191,369,3.47,1,10.8,1769
Q2,Tue,0,Toys,PG,NikeRunning,MarketplaceSeller,FBA,1,Peak,0,Good,Top100,39.52365747,33.2567218,3.71903064,4.5,20,7,689,0.5,-0.2,1,8.479770553,1.177234377,24.10255483,17,29,1016,502,2.91,5.4,70.9,889
Q1,Thu,0,Clothing,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Good,LowVisibility,46.68372777,54.5772182,1.712703187,4.4,4,4,96,2,3.4,0,8.516380942,1.357707356,6.017894869,32,69,96,511,0.65,1,62.5,218
Q2,Sat,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Standard,LowVisibility,1.417162962,16.82990967,0.074070328,4.8,45,2,918,1,-2.4,0,0.34620599,0.012329411,0.450082304,1609,4216,918,51,2.22,1,40,6164
Q1,Sat,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,Low,1,Good,LowVisibility,871.9909565,28.69857652,18.99808226,4.9,222,76,71,0.5,-18.5,33,395.9116013,16.30122704,550.8833445,26,31,184,360,1.17,39,100,45131
Q2,Mon,0,Grocery,Generic,PlayStation,AuthorizedDistributor,FBA,1,Medium,1,Premium,Top5,34.95044044,43.93593913,1.943770339,4.6,48,51,213,0.5,-11.1,6,4.617225321,0.24836534,27.16057132,9,12,765,55,2.23,62.3,100,90034
Q4-Holiday,Mon,1,Toys,Sony,PlayStation,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,437.9668303,63.92772005,188.8460559,5,816,1256,4644,0.5,-4.9,402,144.1300959,137.3969635,3184.919494,6,7,4644,619,5.2,82.4,100,29179608
Q2,Fri,0,Clothing,Generic,Kindle,Importer,FBA,1,Low,0,Poor,LowVisibility,19.1447636,49.56771055,0.741836244,4.1,7,1,130,1,-1.8,0,3.477437616,0.555132531,4.183455967,34,34,130,164,1.13,1,34,564
Q1,Sun,0,Beauty,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Good,LowVisibility,40.699862,13.74778281,0.77018247,4.3,2,1,44,7,9.3,0,7.142237658,0.62985827,4.209477761,64,74,44,481,0.87,1,74.6,13
Q3,Sat,0,Beauty,Nike,NikeRunning,MarketplaceSeller,SellerFulfilledPrime,1,High,0,Good,Top100,76.34482502,26.81997434,3.139712779,5,5,4,245,0.5,-8.4,0,22.17061601,0.680116825,16.06088912,15,60,278,689,2.26,1,100,574
Q4-Holiday,Tue,0,Books,Sony,PenguinClassics,Publisher,MerchantFulfilled,0,Peak,0,Good,Top20,8.319101951,44.72592042,0.683824173,5,25,7,530,1,-8.4,0,1.464798365,0.093019485,3.939824369,520,692,530,146,2.96,1,66.6,5120
Q2,Sun,0,Clothing,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,3.150643439,37.84327522,0.133345217,3.2,3,0,44,5,1,0,0.662634226,0.041547849,1.004953087,25,32,44,547,1.63,1,0,135
Q2,Sat,0,Clothing,Nestle,SonyAudio,Importer,FBA,1,High,0,Good,Top20,17.02448171,57.90724872,3.047453012,4.7,8,9,1622,1,1.1,1,11.29084116,1.874108109,25.73439415,27,53,1622,214,2.59,13.5,73.2,9817
Q2,Sun,0,Beauty,Generic,HasbroGaming,MarketplaceSeller,MerchantFulfilled,0,Low,1,Poor,Top5,16.12254704,43.29183233,1.505401389,3.8,10,10,128,5,-2.8,0,3.131504587,1.069776011,4.665165101,54,197,128,258,0.77,5.4,23.1,759
Q1,Fri,0,Home,PG,Kindle,WholesaleAggregator,MerchantFulfilled,0,Medium,0,Standard,LowVisibility,24.31132356,35.48299035,0.491756825,4.3,2,1,373,3,1.2,0,7.713743099,0.069239306,2.713511776,45,45,373,331,0.8,1,63.6,318
Q4-Holiday,Mon,0,Toys,Nestle,Galaxy,IndependentArtisan,MerchantFulfilled,0,High,0,Standard,Top100,15.90131167,54.86010871,3.469373982,4.2,10,4,407,7,-4.7,0,6.004222428,0.954921415,9.165679386,45,76,407,1108,2.51,1,53.7,796
Q1,Sat,0,SportsOutdoor,Generic,Galaxy,MarketplaceSeller,MerchantFulfilled,0,Low,0,Standard,LowVisibility,84.82122382,20.49317337,0.698601935,3.8,2,0,15,10,-2.8,0,13.64967391,0.206374005,2.575016308,28,28,17,1229,0.25,1,67.9,10
Q3,Sat,1,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,19342.59238,10.41096522,2328.928911,5,2694,5667,543,0.5,-33.8,3317,4523.907728,1916.838131,61625.74051,3,5,1745,392,4.16,97.7,100,48488890
Q4-Holiday,Wed,1,Toys,Apple,iPhone,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,1695.724158,46.76968899,871.8453109,5,14368,1987,992,1,-42.4,4145,75.47246034,309.7783899,10723.98116,12,14,1449,125,5.79,95,100,275533898
Q1,Thu,0,Beauty,Generic,LorealParis,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top20,46.48059198,25.59700489,1.175345801,4.9,14,8,943,0.5,3.4,1,12.04790196,0.252560555,7.446064474,44,44,2375,120,1.57,28.2,100,6599
Q3,Thu,0,Beauty,Generic,Galaxy,MarketplaceSeller,MerchantFulfilled,1,Peak,0,Poor,LowVisibility,33.70980927,25.33060311,0.564316522,3.4,2,1,26,2,1,0,13.13196871,0.124352226,3.732481812,8,9,35,499,2.44,1,37.5,108
Q3,Tue,0,Beauty,Hasbro,HasbroGaming,WholesaleAggregator,FBA,1,High,0,Standard,LowVisibility,10.49167918,56.69054861,1.14148147,3.8,12,1,1368,1,-4.8,1,1.555626189,0.927438162,7.273810319,53,114,1368,45,2.66,1,76.5,10249
Q4-Holiday,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Peak,0,Good,Top20,2.709448465,61.60844732,0.205549844,4.7,41,7,4735,0.5,-27.9,1,0.396206049,0.118871337,2.217784183,2520,9000,4735,51,4.02,21.6,59.8,108091
Q4-Holiday,Wed,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,High,0,Good,LowVisibility,814.0915396,56.90322033,19.59975216,5,58,7,895,0.5,-16,5,391.6442674,8.606756089,238.5788185,54,54,895,261,3.62,32.7,100,1687
